msisdn,client_type,full_name,inn,account_number,city,country,address,birth_date,gender,document_type,document_name,document_number,document_series,issued_by,issued_date
79561712168,1,Волкова Вера Аркадьевна,602964872745,9406646163084,п. Сосьва (Хант.),Russia,"д. Красная Поляна, ул. Шмидта, д. 47, 495971",1999-05-12,2,1,passport,338100,4968,"Отд. гор. клх Слюдянка, ул. Озерная",2011-12-30
79543813229,1,Кулаков Иннокентий Демьянович,227464976492,7751653149464,г. Суздаль,Russia,"клх Южно-Курильск, ул. Магистральная, д. 71, 699896",2002-01-16,1,1,passport,127838,4322,"Отд. гор. ст. Мелеуз, ул. Фрунзе",2013-02-21
79647594353,1,Русакова Виктория Тарасовна,495349809538,8218708108651,г. Кострома,Russia,"клх Адыгейск, ул. Казанская, д. 84, 992987",1992-10-19,2,1,passport,638413,7890,"Отд. гор. ст. Озеры, ул. Заречная",2013-06-24
79660327595,1,Князев Адриан Димитриевич,824283955396,6829342196198,к. Чебаркуль,Russia,"г. Верхоянск, ул. Молодежная, д. 92, 429809",1994-08-09,1,1,passport,308876,4850,"Отд. гор. д. Катайск, ул. Кедровая",2016-07-31
79530149776,1,Максимова Лидия Федоровна,267864919621,8219140895718,клх Бийск,Russia,"п. Анапа, ул. Воронежская, д. 82, 618620",1992-08-08,2,1,passport,835156,7344,"Отд. гор. ст. Челябинск, ул. Весенняя",2011-12-08
79757136895,1,Князев Будимир Ермолаевич,758270190113,5839210227444,г. Лагань,Russia,"д. Биробиджан, ул. Вахитова, д. 96, 654102",1991-04-13,1,107,consideration_certificate_refugees,791977,,"Отд. гор. г. Вилюйск, ул. Московская",2016-11-18
79712042071,1,Матвеев Адриан Бенедиктович,941597206500,1816809835945,с. Сибай,Russia,"п. Якутск, ул. Большая, д. 71, 790790",1991-01-04,1,4,military_identity_card,649285,,"Отд. гор. к. Луга, ул. Прохладная",2012-10-01
79225914103,1,Козлова Анна Борисовна,590888364623,9040642573872,клх Королев,Russia,"с. Аршан (Бурят.), ул. Матросова, д. 41, 198833",1998-12-05,2,106,seaman_foreign_passport,833254,,"Отд. гор. с. Стерлитамак, ул. Вокзальная",2018-10-07
79625010989,1,Журавлева Ирина Альбертовна,759214632900,1728216313796,клх Качканар,Russia,"к. Артем, ул. К.Маркса, д. 97, 184050",2004-01-08,2,1,passport,405376,3381,"Отд. гор. г. Братск, ул. Заводская",2016-08-02
79614829383,1,Лобанова Агафья Артемовна,810031458937,8267224619998,к. Советский,Russia,"к. Красноуральск, ул. Молодежная, д. 82, 841307",2002-07-22,2,1,passport,499380,6510,"Отд. гор. г. Асбест, ул. Амурская",2011-01-17
79273396376,1,Блохина Фёкла Альбертовна,741667949997,9021348042532,ст. Заводоуковск,Russia,"клх Мезень, ул. Ульяновская, д. 84, 564532",1998-05-09,2,1,passport,299266,1896,"Отд. гор. с. Нарьян-Мар, ул. Тупиковая",2018-10-31
79487976464,1,Дмитриева Евфросиния Кузминична,859785291581,9611020845255,с. Якутск,Russia,"г. Северобайкальск, ул. Маркса Карла, д. 14, 380015",2002-04-16,2,1,passport,630548,4397,"Отд. гор. п. Слюдянка, ул. Юбилейная",2009-10-06
79899466863,1,Лихачева Зоя Макаровна,889393036319,7800694452009,ст. Архыз,Russia,"г. Шенкурск, ул. Народная, д. 38, 085558",1994-10-03,2,1,passport,643791,7529,"Отд. гор. ст. Норильск, ул. Олега Кошевого",2009-09-06
79144504830,1,Крюкова Любовь Егоровна,715879661086,7927867345189,ст. Красноуфимск,Russia,"г. Терскол, ул. Баумана, д. 94, 286826",1997-10-30,2,1,passport,721027,5933,"Отд. гор. с. Слюдянка, ул. Красина",2010-07-14
79271034866,1,Зиновьева Евпраксия Кузминична,421756583227,3131209762102,клх Славгород,Russia,"к. Саянск, ул. Подлесная, д. 51, 626210",2001-11-30,2,1,passport,992372,2465,"Отд. гор. к. Тикси, ул. Новосельская",2010-01-19
79569789894,1,Макаров Фока Харлампович,377640763395,8313832547182,к. Псков,Russia,"клх Прохладный, ул. Цветочная, д. 66, 557031",2000-07-18,1,1,passport,197847,3725,"Отд. гор. к. Алексин, ул. Достоевского",2013-09-11
79241872051,1,Блинов Мина Денисович,961007975782,2446707169644,п. Белокуриха,Russia,"к. Вуктыл, ул. Панфилова, д. 58, 282066",1991-08-01,1,1,passport,489015,3095,"Отд. гор. к. Тосно, ул. Минская",2013-10-11
79268802187,1,Маркова Маргарита Егоровна,648832968498,2883850630219,с. Нижнекамск,Russia,"п. Малоярославец, ул. Нефтяников, д. 48, 186889",1997-12-19,2,1,passport,312408,2630,"Отд. гор. д. Витим, ул. Гвардейская",2014-06-11
79750533212,2,Давыдов Измаил Жанович,6863043139,4346603570015,к. Холмогоры,Russia,"п. Троицко-Печорск, ул. Майская, д. 58, 039182",,,,,,,,
79922201415,1,Сергеева Наина Харитоновна,103654841200,1070008712545,ст. Бреды,Russia,"д. Моршанск, ул. Добролюбова, д. 64, 120638",2004-02-05,2,1,passport,409222,8696,"Отд. гор. клх Ростов-на-Дону, ул. Тенистая",2016-05-03
79523558782,1,Игнатов Силантий Димитриевич,625126982410,4058827132175,ст. Оренбург,Russia,"ст. Белогорск (Амур.), ул. Приозерная, д. 96, 232812",1998-06-27,1,1,passport,681509,8371,"Отд. гор. г. Колпашево, ул. Гафури",2014-01-02
79684058359,1,Гущина Светлана Павловна,536069472686,6364131476041,п. Шелагонцы,Russia,"г. Воронеж, ул. Ореховая, д. 46, 818519",2001-05-29,2,1,passport,138531,9560,"Отд. гор. г. Ребриха, ул. М.Горького",2015-11-16
79974193254,1,Крылов Ананий Гертрудович,615903470121,6334317895409,к. Агата,Russia,"ст. Мостовской, ул. 9 Января, д. 31, 459971",2002-08-05,1,1,passport,641784,1831,"Отд. гор. к. Коломна, ул. Л.Толстого",2015-06-24
79552578206,1,Чернова Агата Феликсовна,669521961799,1950777936424,п. Оха,Russia,"п. Нальчик, ул. Харьковская, д. 53, 238495",1992-10-29,2,106,seaman_foreign_passport,214905,,"Отд. гор. с. Тихвин, ул. Нефтяников",2017-09-14
79342224435,1,Ковалева Наина Ильинична,795041192901,3358798554383,к. Сосновый Бор,Russia,"п. Пинега, ул. Мира, д. 46, 699411",1991-09-28,2,1,passport,316503,9677,"Отд. гор. к. Шуя, ул. Новостройка",2010-12-01
79379772741,1,Савина Кира Богдановна,761828018750,2084571579205,п. Рязань,Russia,"клх Гремячинск (Бурят.), ул. Целинная, д. 53, 695218",2004-10-18,2,100,temporary_identification,873629,,"Отд. гор. к. Киров (Вятка), ул. Овражная",2016-12-10
79694723011,1,Ларионов Трофим Игнатьевич,571590905582,7193058820672,к. Оса,Russia,"п. Касимов, ул. Ореховая, д. 56, 049553",1990-06-07,1,1,passport,443744,4138,"Отд. гор. д. Владивосток, ул. Тополиная",2012-04-04
79135814738,1,Кулакова Варвара Геннадьевна,742611141112,8097090644178,п. Павловский Посад,Russia,"клх Дивногорск, ул. Плеханова, д. 31, 699405",1990-10-15,2,1,passport,353328,8841,"Отд. гор. г. Горячий Ключ, ул. Луначарского",2012-06-02
79578807614,1,Анисимова Мария Викторовна,215394750850,5977780006994,ст. Анива,Russia,"к. Сочи, ул. Карла Либкнехта, д. 38, 367159",2001-08-26,2,108,certificate_of_asylum,222952,,"Отд. гор. г. Озеры, ул. К.Маркса",2013-01-24
79397067115,1,Никонов Мариан Бенедиктович,658230113360,3041976471284,ст. Онега,Russia,"к. Шатура, ул. Маяковского, д. 22, 283421",1997-06-29,1,1,passport,713113,7302,"Отд. гор. клх Оймякон, ул. 50 лет Октября",2018-09-05
79884552058,1,Потапов Евстигней Ефимович,373089229164,2167820344512,ст. Кропоткин (Краснод.),Russia,"с. Токсово, ул. Майская, д. 84, 253849",1991-03-21,1,1,passport,109279,9200,"Отд. гор. клх Элиста, ул. Калужская",2016-07-08
79514062760,1,Горбачева Ираида Натановна,935143710374,8459780431760,г. Петропавловск-Камчатский,Russia,"г. Тайшет, ул. Береговая, д. 66, 433603",1996-02-11,2,3,military_id,949329,,"Отд. гор. д. Уэлен, ул. 50 лет Октября",2012-03-29
79196896629,1,Гусев Пимен Эдуардович,132813879186,4427775059135,ст. Элиста,Russia,"ст. Соболево, ул. Пархоменко, д. 65, 763384",1994-05-15,1,1,passport,583928,5293,"Отд. гор. с. Азов (Рост.), ул. Жданова",2011-08-19
79699876966,1,Федорова Наталья Ниловна,160907898968,6817503823481,с. Боровск,Russia,"г. Урай, ул. Попова, д. 62, 028131",2001-08-21,2,1,passport,958622,1304,"Отд. гор. с. Агинское (Забайк.), ул. Пушкина",2011-06-24
79476993037,1,Родионова Анастасия Аркадьевна,370325225822,4917373171764,п. Южноуральск,Russia,"д. Верещагино (Перм.), ул. Крестьянская, д. 26, 798302",2003-04-25,2,1,passport,617788,6158,"Отд. гор. клх Троицк (Моск.), ул. Киевская",2013-12-23
79362355323,1,Ермаков Якуб Всеволодович,372835180143,4541306084699,п. Вытегра,Russia,"клх Лодейное Поле, ул. Абрикосовая, д. 30, 361857",2004-08-20,1,1,passport,211199,5221,"Отд. гор. к. Камышлов, ул. Детская",2014-02-14
79286813579,1,Моисеев Олимпий Харлампович,885438554752,6473715259600,клх Ясный (Оренб.),Russia,"п. Хасан, ул. Ворошилова, д. 38, 189827",2002-06-30,1,1,passport,114767,6308,"Отд. гор. ст. Буденновск, ул. Гастелло",2011-10-01
79510056899,1,Тимофеев Куприян Валерьянович,161301962624,3914072612851,п. Усть-Кулом,Russia,"д. Троицк (Челяб.), ул. Льва Толстого, д. 39, 448009",1998-03-29,1,1,passport,981586,1682,"Отд. гор. г. Москва, ул. Запрудная",2018-01-23
79360543744,1,Крюков Анисим Игнатович,289071397046,3051792884352,г. Тихорецк,Russia,"к. Усмань, ул. Леваневского, д. 46, 243164",1995-02-05,1,1,passport,271411,6960,"Отд. гор. г. Дмитров, ул. Мелиораторов",2019-03-16
79092080897,1,Ефимов Юрий Гаврилович,785370091668,6102497727906,ст. Жиганск,Russia,"клх Апшеронск, ул. Урицкого, д. 90, 290019",1989-07-26,1,103,seaman_passport,885007,,"Отд. гор. г. Зеленогорск (Ленин.), ул. Санаторная",2016-07-05
79285796321,1,Устинов Ефим Измаилович,542604652420,5814916118209,ст. Елабуга,Russia,"к. Вуктыл, ул. Короленко, д. 40, 902793",1998-07-21,1,1,passport,209620,8407,"Отд. гор. ст. Югорск, ул. Льва Толстого",2016-01-02
79878219908,1,Фокина Фаина Алексеевна,935898717673,3571543452144,г. Подольск,Russia,"г. Бийск, ул. Рылеева, д. 99, 651314",1992-02-05,2,1,passport,998817,1090,"Отд. гор. п. Самара, ул. Речная",2011-12-05
79441936673,1,Карпов Фирс Филиппович,805247000453,2339360613242,к. Волгоград,Russia,"п. Малоярославец, ул. Халтурина, д. 76, 338385",2003-08-11,1,1,passport,653671,7790,"Отд. гор. ст. Тотьма, ул. Студенческая",2010-11-24
79045540925,1,Архипов Аникей Гавриилович,982457463969,4071140551867,с. Шуя,Russia,"клх Шерегеш, ул. Павлова, д. 95, 631895",1991-11-02,1,103,seaman_passport,294642,,"Отд. гор. д. Белокуриха, ул. Депутатская",2015-12-18
79599357819,1,Архипов Глеб Венедиктович,761358581027,9708183016548,д. Александров Гай,Norway,"ст. Снежногорск (Мурм.), ул. З.Космодемьянской, д. 93, 520034",1991-02-11,1,104,foreign_passport,355509,,"Отд. гор. ст. Сеймчан, ул. Элеваторная",2017-07-07
79349900666,1,Макарова Фаина Болеславовна,685294023378,9949176170368,п. Магадан,Russia,"клх Сорочинск, ул. Западная, д. 62, 273384",1992-02-16,2,1,passport,380078,9595,"Отд. гор. д. Пышма, ул. Верхняя",2017-08-25
79593822817,1,Мамонтов Денис Ильич,147072745287,2304935250418,п. Нефтекамск,Russia,"клх Глазов, ул. Кирова, д. 20, 869862",2001-10-15,1,1,passport,312941,6319,"Отд. гор. п. Муром, ул. Циолковского",2016-03-08
79237288325,1,Романова Фаина Романовна,844374312184,8552776904573,с. Архангельск,Russia,"д. Поярково, ул. Свердлова, д. 30, 862197",1995-07-29,2,1,passport,949116,1767,"Отд. гор. п. Брянск, ул. Таежная",2014-06-29
79255744217,1,Евдокимов Никифор Ефимьевич,618066079705,4971821834124,д. Алексин,Russia,"с. Южноуральск, ул. Сенная, д. 57, 691148",1997-09-08,1,1,passport,657193,6229,"Отд. гор. г. Выборг, ул. Волкова",2016-07-30
79519115928,1,Ефимов Феофан Тихонович,414454433222,3823912890787,к. Середниково,Russia,"к. Надым, ул. Коммуны, д. 22, 336155",1990-08-22,1,1,passport,820170,2013,"Отд. гор. с. Хатанга, ул. Кедровая",2010-05-12
79552871542,1,Кабанова Синклитикия Геннадьевна,972140965384,4298367582256,д. Сургут (Хант.),Russia,"клх Чикола, ул. Ясная, д. 48, 080940",1990-09-23,2,1,passport,964633,3149,"Отд. гор. п. Печора, ул. Локомотивная",2018-09-18
79493797021,1,Панов Родион Фролович,241813829475,8373105869599,с. Оймякон,Russia,"д. Киржач, ул. Гражданская, д. 16, 075766",1990-12-06,1,1,passport,779494,8572,"Отд. гор. п. Алапаевск, ул. Вокзальная",2011-11-17
79526348542,1,Дмитриева Лукия Петровна,592996646486,2886028680087,к. Мураши,Russia,"к. Клин, ул. Малиновая, д. 02, 336773",1994-09-05,2,1,passport,410937,9038,"Отд. гор. г. Териберка, ул. Механическая",2017-06-18
79214189086,1,Ефремов Харлампий Ильясович,839899701339,3945906624386,ст. Тимашевск,Russia,"к. Славянск-на-Кубани, ул. Химиков, д. 38, 934912",1993-09-19,1,1,passport,690087,6007,"Отд. гор. ст. Бузулук, ул. Индустриальная",2015-09-01
79194136281,1,Сысоев Савелий Дорофеевич,431596112719,1599162381042,г. Кириши,Russia,"д. Грозный, ул. Овражная, д. 43, 479189",1999-04-06,1,1,passport,561902,5321,"Отд. гор. ст. Хужир, ул. Павлика Морозова",2010-11-07
79185810597,1,Устинов Эраст Власович,965112235789,7143106748170,клх Нурлат,Russia,"ст. Новгород Великий, ул. Главная, д. 83, 471212",1994-10-23,1,1,passport,915227,1292,"Отд. гор. г. Курск, ул. Студенческая",2014-02-05
79418548964,1,Ершов Устин Чеславович,920273203278,9593133054270,ст. Середниково,Russia,"д. Усть-Джегута, ул. Дальняя, д. 80, 220699",2000-05-05,1,8,residence,332710,,"Отд. гор. с. Россошь, ул. Карьерная",2012-05-11
79210238661,1,Ермакова Василиса Мироновна,462498915006,4510891750141,г. Бийск,Russia,"г. Диксон, ул. Ореховая, д. 99, 249129",2004-06-10,2,1,passport,367418,7370,"Отд. гор. ст. Фатеж, ул. Тупиковая",2012-09-05
79172665794,1,Назарова Прасковья Юльевна,297110239579,3442617598563,д. Гаврилов-Ям,Russia,"ст. Светлогорск (Калин.), ул. Курчатова, д. 90, 226022",2005-03-02,2,1,passport,994688,6361,"Отд. гор. д. Карпинск, ул. Бригадная",2017-07-20
79679530302,1,Федотова Вера Степановна,348412403571,9332983651392,с. Махачкала,Russia,"д. Ангарск, ул. Беляева, д. 42, 404745",1990-11-27,2,1,passport,701144,7957,"Отд. гор. клх Алексин, ул. Восточная",2017-02-03
79139271421,1,Родионов Данила Аксёнович,768550412584,7621355423034,п. Калуга,Russia,"ст. Серебряные Пруды, ул. Фестивальная, д. 70, 256751",2005-02-11,1,1,passport,706221,2036,"Отд. гор. клх Чебоксары, ул. Горняцкая",2009-04-07
79270498182,1,Кошелева Василиса Тимуровна,486616006863,5759367178184,д. Мыс Шмидта,Russia,"с. Видное, ул. Высоцкого, д. 27, 346642",1994-02-14,2,1,passport,137309,5105,"Отд. гор. п. Нижний Новгород, ул. Грибоедова",2011-11-14
79831854679,1,Чернова Лидия Алексеевна,416372800121,1819400160782,г. Томпа,Russia,"с. Ковров, ул. Первомайская, д. 89, 417878",2001-11-10,2,1,passport,379837,5042,"Отд. гор. п. Урай, ул. Мусы Джалиля",2011-10-16
79627092719,1,Потапова Нонна Юльевна,997993680578,5935390367432,п. Медногорск,Russia,"к. Раменское, ул. 60 лет Октября, д. 78, 543534",1995-12-05,2,1,passport,792128,6604,"Отд. гор. ст. Самара, ул. 70 лет Октября",2014-07-31
79504529219,1,Мельникова Валерия Феликсовна,689246513855,9112683943484,п. Алапаевск,Russia,"ст. Мурманск, ул. Тепличная, д. 11, 516252",1999-10-02,2,1,passport,442232,6762,"Отд. гор. п. Каспийск, ул. Мусы Джалиля",2015-04-18
79799682897,1,Герасимов Софон Вячеславович,488079873522,5180596458767,д. Вуктыл,Bahamas,"ст. Кингисепп, ул. Войкова, д. 67, 927123",2000-02-10,0,1,passport,849268,1678,"Отд. гор. к. Иваново, ул. Репина",2016-10-11
79694779378,1,Бирюкова Анжелика Кузминична,261590920853,1596391480274,ст. Ханты-Мансийск,Russia,"п. Кизляр, ул. Семашко, д. 76, 778973",2003-07-21,2,1,passport,707302,5657,"Отд. гор. ст. Горячий Ключ, ул. Пригородная",2018-07-09
79413389269,1,Комарова Нина Егоровна,450391647794,6382259759272,с. Нижний Тагил,Russia,"к. Приозерск, ул. Ленинградская, д. 99, 179526",1993-04-29,2,1,passport,495715,7830,"Отд. гор. ст. Кущевская, ул. Иркутская",2013-11-21
79603672581,2,Игнатьев Петр Валерьевич,9192175775,3485973454410,п. Оленегорск (Якут.),Russia,"к. Змеиногорск, ул. Вишневая, д. 11, 339595",,,,,,,,
79248676516,1,Макаров Гаврила Ефстафьевич,929241109808,5272772462772,д. Холмск,Russia,"д. Североморск, ул. Путейская, д. 24, 726857",1994-08-28,1,1,passport,849006,4150,"Отд. гор. г. Териберка, ул. Прудная",2015-03-18
79182211189,1,Сафонова Маргарита Эльдаровна,259935863108,4752341184433,к. Кабанск,Russia,"с. Рубцовск, ул. Авиационная, д. 81, 677359",1990-06-14,2,1,passport,743905,2890,"Отд. гор. д. Азов (Рост.), ул. Степана Разина",2013-06-21
79901737388,2,Лебедева Ангелина Афанасьевна,1025961269,2011583127706,п. Шамары,Russia,"к. Орел, ул. Машиностроителей, д. 68, 441495",,,,,,,,
79009901789,1,Молчанова Ия Кузьминична,889320159802,7263129253727,п. Североморск,Russia,"г. Шуя, ул. 8 Марта, д. 68, 642892",1991-09-16,2,1,passport,577990,8244,"Отд. гор. клх Северо-Курильск, ул. Радищева",2013-06-06
79132800620,1,Белоусова Татьяна Филипповна,594992789747,1496209509871,клх Джейрах,Russia,"к. Кедровый, ул. Станционная, д. 77, 034688",1989-08-06,2,1,passport,221206,7504,"Отд. гор. ст. Ведено, ул. Детская",2017-01-31
79805401927,1,Лыткина Клавдия Георгиевна,273822822774,2003797454791,клх Кемерово,Russia,"д. Середниково, ул. Луговая, д. 74, 140683",1998-11-06,2,1,passport,424056,2869,"Отд. гор. п. Внуково (метеост.), ул. Таежная",2012-08-17
79139354036,1,Шестаков Епифан Феодосьевич,169470439517,6739484201904,г. Канск,Russia,"д. Северо-Курильск, ул. Ермака, д. 91, 836300",2001-05-26,1,1,passport,612191,5816,"Отд. гор. к. Калачинск, ул. Никитина",2015-09-09
79582159608,1,Панфилова Оксана Эдуардовна,804680637449,2824984915917,клх Усть-Баргузин,Russia,"д. Тихорецк, ул. Дзержинского, д. 81, 330374",2002-08-07,2,1,passport,872336,1451,"Отд. гор. клх Чебоксары, ул. Просторная",2013-09-14
79175826101,1,Ершов Варлаам Зиновьевич,948828489113,8441913457087,п. Балтийск,Russia,"с. Кизилюрт, ул. Осенняя, д. 56, 268493",1995-03-04,1,1,passport,339299,5919,"Отд. гор. г. Торжок, ул. Цветочная",2009-05-20
79790051442,1,Юдина Татьяна Филипповна,844029395033,7276565848538,ст. Сасово,Russia,"ст. Череповец, ул. 50 лет Октября, д. 45, 218572",1996-04-26,2,1,passport,320539,3118,"Отд. гор. п. Верхнее Пенжино, ул. Астраханская",2012-02-27
79868258446,1,Агафонова Любовь Кузминична,206524346501,6244597723017,д. Мытищи,Russia,"п. Сосновый Бор, ул. Локомотивная, д. 59, 101092",2000-11-11,2,1,passport,274761,4758,"Отд. гор. ст. Черусти, ул. Хуторская",2016-11-04
79988963454,1,Кулагин Спартак Афанасьевич,590870294881,2470046578802,п. Надым,Russia,"д. Соль-Илецк, ул. Революции, д. 81, 777087",1991-07-08,1,107,consideration_certificate_refugees,906144,,"Отд. гор. г. Галич, ул. Докучаева",2017-02-18
79325099971,1,Романов Мартьян Дорофеевич,893678789041,8089245081357,д. Прохладный,Russia,"г. Нарткала, ул. Маркса, д. 00, 076110",1998-04-26,1,1,passport,793648,8674,"Отд. гор. клх Бугульма, ул. Дзержинского",2014-09-26
79943549519,1,Симонов Роман Исидорович,517882546342,5671547343466,п. Тырныауз,Russia,"ст. Октябрьское (Хант.), ул. Павлова, д. 26, 496960",1992-03-01,1,1,passport,664045,7117,"Отд. гор. п. Буденновск, ул. Островского",2011-08-24
79279337798,1,Михайлов Каллистрат Дмитриевич,397489600752,5384082177976,г. Североморск,Russia,"г. Балашиха, ул. Харьковская, д. 92, 887062",1996-12-06,1,1,passport,693020,1281,"Отд. гор. с. Заводоуковск, ул. Максима Горького",2011-10-17
79790118315,1,Сидоров Мстислав Юлианович,784816139412,4695798930101,г. Ессентуки,Russia,"к. Усть-Илимск, ул. Нагорная, д. 03, 251571",1991-05-17,1,1,passport,787291,4205,"Отд. гор. ст. Медногорск, ул. Новая",2010-08-18
79668753876,1,Крылова Анжела Алексеевна,978407860854,5451305589603,ст. Березники,Russia,"г. Черский, ул. Енисейская, д. 28, 417579",1997-02-03,2,1,passport,726536,4899,"Отд. гор. с. Чусовой, ул. Николаева",2013-10-02
79459152456,2,Чернова Тамара Мироновна,1061748899,6429479385201,д. Ачинск,Russia,"клх Североуральск, ул. Бажова, д. 73, 767989",,,,,,,,
79844976600,2,Шаров Никандр Елисеевич,4017326777,1757150673352,к. Певек,Russia,"д. Азов (Рост.), ул. Речная, д. 75, 929572",,,,,,,,
79912767374,1,Петрова Ирина Борисовна,261269833277,8100311922968,клх Касимов,Russia,"г. Миасс, ул. Овражная, д. 83, 505775",1994-02-17,2,1,passport,548771,5687,"Отд. гор. д. Тикси, ул. Кутузова",2018-04-15
