msisdn,client_type,full_name,inn,account_number,city,country,address,birth_date,gender,document_type,document_name,document_number,document_series,issued_by,issued_date
79907055164,1,Громова Ульяна Вениаминовна,255470487406,3213796119877,ст. Верхоянск,Russia,"к. Мезень, ул. Волгоградская, д. 10, 751509",1994-10-13,2,1,passport,308940,4092,"Отд. гор. к. Снежинск, ул. Совхозная",2012-04-30
79988726898,1,Маслов Богдан Брониславович,488095425929,1119375348518,п. Тихвин,Russia,"с. Черемхово, ул. Ермака, д. 99, 915662",1996-06-11,1,1,passport,787255,9466,"Отд. гор. д. Шелагонцы, ул. Малиновая",2017-07-26
79248306090,1,Евсеева Ия Кузьминична,336528854140,8520048002110,ст. Пятигорск,Russia,"д. Железногорск(Курск.), ул. Чкалова, д. 29, 873388",1995-09-04,2,1,passport,438856,3401,"Отд. гор. д. Кисловодск, ул. Крупской",2017-10-15
79333998009,1,Громова Евфросиния Богдановна,204541191228,1839872001130,п. Кузнецк,Russia,"г. Нерчинск, ул. Звездная, д. 56, 864351",1995-12-04,2,1,passport,573888,1601,"Отд. гор. клх Верхнее Пенжино, ул. Водопроводная",2012-03-29
79280451604,1,Михеева Евпраксия Геннадьевна,415266620521,5940788218693,клх Соловки,Russia,"п. Эльбрус, ул. Войкова, д. 02, 772731",1998-04-06,2,1,passport,842634,1162,"Отд. гор. ст. Домбай, ул. Урожайная",2011-05-06
79369761741,1,Гришина Жанна Архиповна,552718230585,1485015388216,п. Амурск,Russia,"к. Архыз, ул. Тимирязева, д. 49, 146353",1990-07-21,2,100,temporary_identification,113503,,"Отд. гор. п. Ульяновск, ул. Коммунальная",2011-07-29
79237242141,2,Соколов Ладимир Ильич,6819730943,5756966198915,п. Кировск (Мурм.),Russia,"с. Кисловодск, ул. Коллективная, д. 83, 779961",,,,,,,,
79527188971,1,Шарапова Ирина Феликсовна,615985519302,9686074916419,с. Ейск,Russia,"п. Сузун, ул. Тимирязева, д. 52, 343985",1998-04-09,2,1,passport,508267,7664,"Отд. гор. д. Нягань, ул. Окружная",2009-08-02
79028865327,1,Суворов Милан Ерофеевич,322322885576,6626514029993,ст. Плес,Russia,"ст. Шуя, ул. Троицкая, д. 25, 936086",2000-08-25,1,4,military_identity_card,334743,,"Отд. гор. г. Нижневартовск, ул. Комсомольская",2016-12-13
79334032419,1,Нестеров Борис Исидорович,316263104596,3705085477868,ст. Белгород,Russia,"к. Белгород, ул. Техническая, д. 25, 742850",1998-07-14,1,1,passport,630112,9066,"Отд. гор. клх Кириши, ул. Кузнецкая",2012-12-27
79719444170,1,Сидоров Поликарп Евстигнеевич,597944697482,8244564214855,г. Далматово,Russia,"п. Белокуриха, ул. Казачья, д. 60, 235016",1991-02-22,1,1,passport,993853,6897,"Отд. гор. клх Меренга, ул. Степана Разина",2017-03-24
79606869951,1,Субботин Аполлинарий Эдуардович,886508378414,7734816155902,к. Сибай,Yemen,"п. Ершов, ул. Водопроводная, д. 30, 087921",1991-10-16,1,1,passport,289944,2653,"Отд. гор. с. Печора, ул. 70 лет Октября",2011-10-15
79966744751,1,Маслов Фока Федосьевич,243302170656,9357832209454,г. Энгельс,Russia,"д. Березники, ул. Черемушки, д. 85, 463784",2002-08-27,1,1,passport,481909,9411,"Отд. гор. к. Кириши, ул. Новая",2019-01-29
79225764186,1,Шарова Фёкла Сергеевна,861362577679,2954497713928,с. Карабулак,Russia,"к. Чикола, ул. Папанина, д. 20, 603133",2000-05-27,2,1,passport,993852,2475,"Отд. гор. г. Смоленск, ул. Проезжая",2016-06-11
79494492327,1,Богданова Антонина Геннадиевна,246213095139,8046761057510,г. Гудермес,Russia,"клх Шали, ул. Таманская, д. 54, 737449",1998-12-03,2,1,passport,374751,2627,"Отд. гор. клх Красноселькуп, ул. Морская",2010-12-06
79673995177,1,Шарапов Арефий Эдгардович,458961079999,6088267795049,ст. Аршан (Бурят.),Russia,"клх Минусинск, ул. Механическая, д. 80, 777149",1999-05-02,1,1,passport,337711,5460,"Отд. гор. клх Железногорск(Курск.), ул. Бажова",2014-05-03
79067049492,1,Костина Оксана Львовна,447438686831,6684509003737,п. Тутончаны,Russia,"к. Кедровый, ул. Гоголя, д. 11, 304222",1996-06-10,2,1,passport,860563,2436,"Отд. гор. г. Белокуриха, ул. Правды",2010-11-07
79775377257,1,Михайлова Татьяна Богдановна,355041203788,7813226993193,г. Ейск,Russia,"п. Охотск, ул. Волжская, д. 87, 560584",1989-08-31,2,1,passport,217429,9920,"Отд. гор. д. Елец, ул. Радищева",2009-10-29
79333803768,1,Данилова Вероника Тимуровна,702886433661,3866121734987,к. Армавир,Russia,"п. Назрань, ул. Отрадная, д. 27, 275713",2003-12-30,2,100,temporary_identification,469423,,"Отд. гор. ст. Кострома, ул. Петровская",2015-06-16
79759439206,1,Зиновьева Ирина Григорьевна,103023568260,2992857306812,с. Бавлы,Serbia,"п. Калязин, ул. Мичурина, д. 72, 825304",1989-04-27,2,104,foreign_passport,504460,,"Отд. гор. п. Костомукша, ул. Коммунистическая",2011-09-02
79465481518,1,Кондратьева Алина Олеговна,746103042366,4697763635133,с. Быково (метеост.),Russia,"клх Когалым, ул. Проточная, д. 53, 233251",2003-10-04,2,1,passport,711676,3477,"Отд. гор. к. Усолье Сибирское, ул. Родниковая",2011-03-13
79221812143,1,Буров Прохор Зиновьевич,217361238377,6610608301077,ст. Далматово,Russia,"с. Карачаевск, ул. Логовая, д. 60, 235139",1989-09-16,1,1,passport,345340,5130,"Отд. гор. клх Махачкала, ул. Лермонтова",2012-04-27
79452992710,1,Кондратьева Мария Олеговна,452913654157,5078583201536,с. Моршанск,Russia,"клх Кыштым, ул. Макаренко, д. 46, 722060",1989-05-30,2,1,passport,763576,6197,"Отд. гор. с. Уэлен, ул. Привокзальная",2014-09-04
79186042408,1,Гущина Варвара Яковлевна,307291339300,6207372485858,ст. Сузун,Russia,"г. Бреды, ул. О.Кошевого, д. 54, 741054",1995-07-06,0,1,passport,473527,9002,"Отд. гор. д. Домбай, ул. Маркса",2018-03-17
79466831969,1,Панов Мартын Эдгардович,972767082889,9245087071837,ст. Петропавловск-Камчатский,Russia,"к. Новосибирск, ул. Чапаева, д. 36, 895129",2001-03-29,1,1,passport,678023,3503,"Отд. гор. ст. Канск, ул. Покровская",2010-09-07
79792949880,1,Голубев Добромысл Бенедиктович,583427079958,4131450965792,г. Вытегра,Russia,"г. Мелеуз, ул. Путевая, д. 82, 665021",1993-01-13,1,1,passport,859215,1685,"Отд. гор. п. Наро-Фоминск, ул. Горняцкая",2016-05-01
79577155911,1,Некрасов Георгий Вячеславович,186531385139,1192287195248,п. Курумкан,Russia,"к. Сарапул, ул. Промышленная, д. 20, 443911",2000-05-24,1,1,passport,939808,9213,"Отд. гор. ст. Стерлитамак, ул. Весенняя",2013-01-20
79694182624,1,Федотова Екатерина Никифоровна,544340123557,7281473246746,к. Хасавюрт,Russia,"клх Ельня, ул. Профсоюзная, д. 23, 050656",1994-06-28,2,1,passport,627545,8308,"Отд. гор. клх Хатанга, ул. Ореховая",2018-02-11
79863915377,1,Мартынов Вадим Ерофеевич,800057212165,3858759542753,г. Кизилюрт,Russia,"п. Буденновск, ул. Володарского, д. 51, 408293",1997-02-11,1,1,passport,511234,5664,"Отд. гор. с. Глазов, ул. Республиканская",2013-03-26
79842514194,1,Павлова Агата Романовна,734756698122,5486943659183,к. Каменск-Шахтинский,Russia,"клх Южно-Курильск, ул. Курганная, д. 21, 585353",1996-05-09,2,1,passport,455163,4784,"Отд. гор. п. Ярославль, ул. Леваневского",2015-12-27
79867435414,1,Лукин Евлампий Ермолаевич,252785299136,1228571018353,п. Шереметьево,Russia,"д. Белогорск (Амур.), ул. Коммуны, д. 02, 114669",2004-09-22,1,1,passport,205322,7631,"Отд. гор. д. Рыльск, ул. Льва Толстого",2013-09-07
79844293381,1,Хохлова Валерия Станиславовна,625601669821,2350307821581,п. Малоярославец,Russia,"г. Серебряные Пруды, ул. Брянская, д. 27, 378508",1998-12-16,2,1,passport,756980,3036,"Отд. гор. ст. Уэлен, ул. 50 лет ВЛКСМ",2012-11-18
79891668915,1,Лихачев Фрол Данилович,437691181764,9156614393153,с. Смирных,Russia,"д. Сасово, ул. Солнечная, д. 81, 354784",1994-04-23,1,1,passport,208034,3473,"Отд. гор. п. Хоста, ул. Щетинкина",2013-12-22
79816757698,1,Орехова Лидия Федоровна,658779429836,9365922801754,д. Кежма,Russia,"п. Гудермес, ул. Энтузиастов, д. 33, 479233",1996-08-13,2,1,passport,995045,2982,"Отд. гор. клх Внуково (метеост.), ул. Транспортная",2014-02-24
79121101481,1,Зайцев Всеволод Изотович,794057380906,3071373949299,г. Добрянка,Russia,"г. Котлас, ул. Вавилова, д. 62, 964948",1989-10-29,1,1,passport,640307,5748,"Отд. гор. клх Кяхта, ул. Береговая",2017-10-01
79780789385,1,Дорофеева Алина Станиславовна,831842571951,5432538733018,клх Шатура,Russia,"ст. Хасан, ул. Речная, д. 30, 147541",1997-08-21,2,1,passport,704390,7309,"Отд. гор. с. Славянск-на-Кубани, ул. Февральская",2014-05-13
79087255813,1,Панфилов Леон Викторович,108089651270,2518702839053,с. Калач-на-Дону,Russia,"с. Сальск, ул. Тупиковая, д. 60, 109850",1994-10-21,1,1,passport,659477,1696,"Отд. гор. г. Якутск, ул. Амурская",2015-10-09
79716413820,1,Назарова Вероника Кузьминична,934486997705,4355257464502,клх Певек,Russia,"п. Россошь, ул. Дарвина, д. 59, 048555",1991-12-12,2,1,passport,727349,7580,"Отд. гор. п. Кыштым, ул. Мелиораторов",2016-06-24
79271482678,1,Сафонова Ирина Олеговна,276943453677,7373722662197,к. Салехард,Russia,"п. Кетченеры, ул. Портовая, д. 92, 248080",1992-09-20,2,1,passport,701819,4789,"Отд. гор. к. Уварово, ул. Пригородная",2009-07-19
79217331620,1,Крюков Доброслав Филатович,811719405942,2535662243036,д. Серов,Russia,"п. Ершов, ул. Геологическая, д. 86, 305421",1989-07-04,1,1,passport,917346,6388,"Отд. гор. д. Вологда, ул. Менделеева",2018-07-13
79714966336,1,Селиверстов Валерий Аверьянович,462422781919,4485269708513,"г. Москва, МГУ",Russia,"клх Серпухов, ул. Ильича, д. 58, 623051",1999-02-09,1,1,passport,944131,1437,"Отд. гор. п. Ребриха, ул. Абрикосовая",2011-03-03
79530015524,1,Титов Христофор Гавриилович,692363576778,3059899298608,п. Дивногорск,Russia,"к. Мелеуз, ул. Запорожская, д. 69, 785316",1991-04-28,0,1,passport,684987,7115,"Отд. гор. клх Нижний Тагил, ул. Специалистов",2014-06-22
79812965146,1,Максимова Анна Захаровна,482951443624,5984412265785,клх Киржач,Russia,"ст. Серафимович, ул. Мелиоративная, д. 46, 324625",1994-07-26,2,1,passport,715469,3587,"Отд. гор. г. Северодвинск, ул. Томская",2017-06-13
79556973143,1,Нестеров Мариан Тимурович,984447203201,9991696348658,д. Березники,Russia,"п. Приозерск, ул. 60 лет Октября, д. 01, 636029",1998-06-15,1,1,passport,683660,6917,"Отд. гор. к. Краснодар, ул. Детская",2009-07-09
79106372607,1,Никифоров Рюрик Демьянович,484093196519,3640507821135,с. Нурлат,Russia,"клх Махачкала, ул. Дорожников, д. 71, 025672",1998-09-17,1,1,passport,979020,3759,"Отд. гор. п. Алексин, ул. Стадионная",2017-02-26
79112953477,1,Анисимова Мария Никифоровна,279367742824,2494750943590,г. Троицк (Моск.),Russia,"г. Руза, ул. Спартака, д. 42, 999180",1993-04-19,2,1,passport,482886,3399,"Отд. гор. г. Снежногорск (Мурм.), ул. Рылеева",2014-08-20
79050627669,1,Зайцева Глафира Харитоновна,208036884905,4978064068436,с. Пинега,Russia,"г. Энгельс, ул. Воронежская, д. 24, 902975",1990-06-23,2,102,ussr_passport,422626,,"Отд. гор. ст. Ангарск, ул. М.Горького",2019-02-03
79730423382,1,Лазарев Галактион Ефимович,374020219376,4947331850371,д. Петухово,Russia,"п. Ардон, ул. Братская, д. 35, 270196",1991-05-19,1,1,passport,473754,6470,"Отд. гор. к. Кострома, ул. Лесная",2013-09-06
79451061414,1,Беляков Глеб Брониславович,441886959151,2661010997166,п. Кимры,Russia,"к. Хоста, ул. Цветочная, д. 89, 569968",1991-11-02,1,1,passport,675771,4733,"Отд. гор. д. Агинское (Забайк.), ул. Тукая",2012-03-28
79057759134,1,Беспалова София Игоревна,701049145611,3168935981824,к. Завьялиха,Russia,"д. Лесной (Сверд.), ул. Жуковского, д. 42, 765995",1997-04-09,2,1,passport,493497,1512,"Отд. гор. г. Кош-Агач, ул. Гафури",2015-02-09
79269441048,1,Смирнов Сильвестр Вячеславович,371462027313,2128527570389,г. Кондопога,Russia,"клх Сочи, ул. Жданова, д. 28, 783272",1995-10-14,1,1,passport,465630,7280,"Отд. гор. к. Талдом, ул. Разина",2016-02-03
79269048340,1,Сорокина Агафья Захаровна,297533530625,6077489261900,ст. Листвянка (Иркут.),Russia,"г. Абинск, ул. Циолковского, д. 02, 022725",1999-12-15,2,1,passport,708199,1158,"Отд. гор. д. Якутск, ул. Степная",2012-09-14
79671269995,1,Исакова Валерия Аркадьевна,608279152160,7416320526434,к. Сосьва (Хант.),Russia,"с. Томари, ул. З.Космодемьянской, д. 13, 017134",1993-08-06,2,101,permission_for_temporary_residence,288346,,"Отд. гор. д. Ребриха, ул. Союзная",2009-09-18
79982722688,1,Шарапов Ладимир Ефстафьевич,579795707958,9085169604009,к. Югорск,Russia,"г. Чита, ул. Строителей, д. 79, 132910",1998-09-10,1,1,passport,309889,2709,"Отд. гор. клх Соболево, ул. Цветочная",2017-03-29
79798173125,1,Романова Татьяна Кузьминична,900037527418,2332607766699,с. Тулун,Russia,"клх Чебоксары, ул. Красная, д. 08, 765062",1993-09-06,2,1,passport,842137,1348,"Отд. гор. п. Камышлов, ул. Космодемьянской",2012-03-12
79964068799,1,Калашников Евстафий Ярославович,445892376316,9495625031821,д. Иваново,Russia,"с. Сухиничи, ул. Портовая, д. 78, 436007",1994-04-24,1,1,passport,635345,7546,"Отд. гор. п. Юрьевец (Иван.), ул. Совхозная",2013-07-13
79919973348,1,Щербаков Рюрик Витальевич,115117013281,4800903174103,д. Уэлен,Russia,"ст. Елабуга, ул. Раздольная, д. 90, 691958",2002-08-24,1,1,passport,730576,6226,"Отд. гор. ст. Элиста, ул. 60 лет СССР",2013-06-21
79002944289,1,Дмитриева Елизавета Рубеновна,274749707443,8199731244513,д. Лодейное Поле,Russia,"г. Белогорск (Амур.), ул. Энгельса, д. 97, 028813",1994-05-29,2,1,passport,220744,3299,"Отд. гор. ст. Талдом, ул. Горная",2018-01-04
79957973291,1,Селиверстова София Борисовна,868581250741,2671898704802,п. Соль-Илецк,Russia,"д. Калининград, ул. Трудовая, д. 07, 932243",1998-07-23,2,1,passport,707231,9457,"Отд. гор. ст. Ахтубинск, ул. Розы Люксембург",2014-11-23
79573007697,1,Кононов Федот Владленович,150201968954,4522948500508,ст. Нижний Новгород,Russia,"клх Чикола, ул. Котовского, д. 48, 020871",2001-07-09,1,1,passport,919034,5460,"Отд. гор. д. Северо-Курильск, ул. Киевская",2014-02-27
79024039653,1,Лобанов Андроник Борисович,158627782621,1132163294484,к. Богучар,Russia,"ст. Далматово, ул. Курская, д. 69, 371429",1996-08-30,1,1,passport,815572,9277,"Отд. гор. к. Кетченеры, ул. Коммунаров",2011-02-03
79769730999,1,Федосеева Оксана Аркадьевна,106849965181,9993228372553,г. Балашиха,Russia,"клх Ульяновск, ул. Сахалинская, д. 99, 768233",1994-11-05,2,1,passport,246276,6274,"Отд. гор. с. Хасавюрт, ул. Смоленская",2010-12-07
79300045215,1,Петухова Екатерина Макаровна,433451680657,1253253873072,г. Андреаполь,Russia,"г. Шелехов, ул. Запрудная, д. 74, 409249",2002-04-10,2,1,passport,518518,2002,"Отд. гор. г. Чулым, ул. Запорожская",2016-01-14
79641615093,1,Алексеева Любовь Рубеновна,220958522392,9070584704663,п. Далматово,Russia,"д. Бузулук, ул. Крылова, д. 17, 142527",1998-01-01,2,1,passport,192656,1526,"Отд. гор. клх Новороссийск, ул. Титова",2017-06-28
79585067927,1,Казаков Савелий Теймуразович,878096478188,7987422765051,д. Саранск,Russia,"п. Тутончаны, ул. Добролюбова, д. 58, 032274",1994-12-14,1,1,passport,809071,6196,"Отд. гор. с. Крымск, ул. Станиславского",2010-05-16
79409884193,1,Третьяков Всемил Антонович,887814205836,1140827591048,г. Сургут (Хант.),Russia,"ст. Моршанск, ул. Первомайская, д. 13, 729976",2002-04-15,1,1,passport,629457,5988,"Отд. гор. г. Курганинск, ул. Астраханская",2018-03-05
79417230378,1,Данилова Ульяна Аскольдовна,893601838359,9137986239228,п. Кежма,Russia,"д. Саранск, ул. Трудовая, д. 84, 023888",1994-08-08,2,1,passport,616351,8158,"Отд. гор. к. Мостовской, ул. Коммуны",2014-12-08
79564220799,2,Рогов Прокофий Вячеславович,2516382099,5389611218682,д. Любань,Russia,"с. Азов (Рост.), ул. Безымянная, д. 02, 432990",,,,,,,,
79561259895,1,Егорова Анжелика Михайловна,517553301288,5233656309633,с. Эльбрус,Russia,"к. Троицк (Челяб.), ул. Есенина, д. 68, 549773",2004-02-17,2,1,passport,708484,4548,"Отд. гор. ст. Усть-Илимск, ул. Механическая",2016-08-11
79274315775,1,Селиверстова Кира Сергеевна,925871078144,5421391002626,п. Егорьевск,Russia,"ст. Кудымкар, ул. Транспортная, д. 59, 857734",1995-05-30,2,1,passport,806415,9787,"Отд. гор. п. Черняховск, ул. Революционная",2013-07-21
79795558830,1,Матвеева Евпраксия Макаровна,798438433678,7115844028397,д. Новокузнецк,Russia,"ст. Сухиничи, ул. Азина, д. 28, 966653",1994-08-10,2,1,passport,530012,3812,"Отд. гор. п. Лотошино, ул. Терешковой",2018-06-23
79709305942,1,Зайцев Демид Андреевич,561063365296,9771819620413,п. Троицко-Печорск,Russia,"г. Приозерск, ул. Дальневосточная, д. 23, 364053",2001-04-06,1,1,passport,846254,6308,"Отд. гор. д. Салехард, ул. Одесская",2017-11-04
79024164016,1,Фомин Клавдий Тарасович,216439445297,4145111326668,клх Елатьма,Russia,"г. Волхов, ул. Пограничная, д. 04, 780235",1999-06-28,1,1,passport,290071,5746,"Отд. гор. к. Кетченеры, ул. Октября",2017-05-10
79870299529,1,Хохлова Лариса Даниловна,531429299861,5202180905612,к. Чегем,Russia,"г. Владикавказ, ул. Новая, д. 39, 643522",2001-01-01,2,1,passport,243997,5325,"Отд. гор. с. Ревда (Сверд.), ул. Украинская",2012-12-04
79171458921,1,Воронов Афанасий Харитонович,476614172651,4383945093344,ст. Октябрьское (Челяб.),Russia,"ст. Белгород, ул. Бабушкина, д. 58, 797074",2004-02-03,1,1,passport,601462,5195,"Отд. гор. г. Игнашино, ул. Театральная",2015-12-17
79632355959,1,Соловьева Лариса Робертовна,528312793515,7549755740460,к. Хоста,Russia,"к. Лесной (Сверд.), ул. Жукова, д. 15, 570905",1998-07-23,2,1,passport,349626,3304,"Отд. гор. клх Калининград, ул. Колхозная",2014-09-21
79678779931,1,Гордеева Ираида Кузминична,190877202219,8699446819040,п. Кашхатау,Russia,"г. Верхотурье, ул. Мостовая, д. 28, 424757",2002-10-07,2,1,passport,155630,6088,"Отд. гор. п. Красноуральск, ул. Машиностроителей",2017-07-30
79935372737,1,Горшков Фирс Брониславович,401350838434,1005002952611,д. Рязань,Russia,"ст. Архангельск, ул. Станционная, д. 48, 806625",2005-01-30,1,1,passport,102543,7952,"Отд. гор. д. Гатчина, ул. Путейская",2013-11-15
79170999120,1,Алексеева Ия Оскаровна,813096663453,3870347905910,клх Терней,Russia,"ст. Орел, ул. Серафимовича, д. 09, 690607",1995-07-18,2,105,identity_card_refugees,544233,,"Отд. гор. к. Новороссийка, ул. Кольцова",2013-11-29
79432565246,1,Ситников Филипп Фокич,475406080043,7512835252028,ст. Цимлянск,Russia,"к. Петухово, ул. Болотная, д. 77, 816032",1995-08-25,1,1,passport,616448,5270,"Отд. гор. ст. Шахты, ул. Совхозная",2013-09-17
79589381623,1,Попова Анжелика Николаевна,208378487690,8166824601796,д. Чита,Russia,"к. Печора, ул. Вольная, д. 06, 393979",1991-03-21,2,1,passport,492943,2689,"Отд. гор. д. Екатеринбург, ул. Свободная",2013-02-28
79514795255,1,Павлова Мария Феликсовна,437674407446,4403534153944,п. Печора,Russia,"п. Шелагонцы, ул. Безымянная, д. 50, 774305",1991-04-23,2,1,passport,597144,7009,"Отд. гор. с. Нарьян-Мар, ул. Кочубея",2014-02-13
79646561036,1,Сазонова Светлана Алексеевна,647193095434,2166933272842,п. Калязин,Russia,"д. Губкин, ул. Рылеева, д. 14, 084347",1996-10-03,2,1,passport,419994,6092,"Отд. гор. к. Бирск, ул. Маяковского",2018-02-03
79186968333,1,Комиссаров Филимон Владленович,461349498596,4863355598184,к. Волоколамск,Russia,"п. Калачинск, ул. Короткая, д. 80, 187148",2002-12-30,1,1,passport,466531,1372,"Отд. гор. к. Челябинск, ул. Машиностроителей",2017-09-17
79507712952,1,Уварова Ульяна Игоревна,451892384289,2846451798921,г. Серов,Russia,"ст. Кажим, ул. Труда, д. 29, 950351",1998-08-26,2,1,passport,964012,1212,"Отд. гор. с. Верхний Уфалей, ул. Васильковая",2017-08-19
79328304084,1,Козлов Игнатий Трифонович,330418547218,3942884482166,к. Павловская,Russia,"д. Карталы, ул. Васильковая, д. 32, 875289",1994-06-13,1,3,military_id,750101,,"Отд. гор. клх Самара, ул. Просторная",2010-11-04
79186894878,1,Давыдова Маргарита Кузьминична,912053046278,4815947310011,с. Нижнеудинск,Russia,"с. Пенза, ул. 40 лет Октября, д. 26, 461790",1995-07-08,2,102,ussr_passport,209132,,"Отд. гор. ст. Троицко-Печорск, ул. Одесская",2012-11-28
79089380269,1,Осипов Герасим Артемьевич,100647173130,2218961921467,клх Суздаль,Russia,"г. Городовиковск, ул. Целинная, д. 47, 133990",1989-09-29,1,1,passport,347883,8076,"Отд. гор. г. Хоста, ул. Рыбацкая",2015-07-28
79468221220,1,Фролова Любовь Эльдаровна,934627245561,7899635598723,к. Адыгейск,Russia,"д. Сергиев Посад, ул. Сиреневая, д. 78, 594950",1998-11-18,2,1,passport,855361,3751,"Отд. гор. клх Псков, ул. Пожарского",2018-09-29
79547101388,1,Авдеев Порфирий Фёдорович,680640910026,4611979489356,г. Лесной (Сверд.),Russia,"ст. Прохладный, ул. Ивановская, д. 13, 063657",2004-04-20,1,1,passport,915027,9460,"Отд. гор. д. Усть-Кут, ул. Курганная",2019-02-01
79406185303,1,Якушев Емельян Дмитриевич,486343993255,7713918995463,клх Канск,Russia,"д. Губаха, ул. Пушкина, д. 54, 228245",1992-06-25,1,1,passport,715430,5325,"Отд. гор. г. Амурск, ул. Нагорная",2016-10-19
79899168751,1,Костин Тит Харлампович,882581197302,4038935356095,ст. Котлас,Russia,"к. Шелагонцы, ул. 8-е Марта, д. 46, 139549",1995-06-09,1,1,passport,566777,9515,"Отд. гор. п. Смоленск, ул. О.Кошевого",2013-03-21
79333496761,1,Зиновьева Олимпиада Филипповна,769338251029,8369456246482,ст. Краснотурьинск,Russia,"клх Поронайск, ул. Астраханская, д. 77, 446238",2003-09-21,2,1,passport,103722,4076,"Отд. гор. к. Череповец, ул. Театральная",2017-02-26
79044322129,1,Шилова Елизавета Артемовна,837021369823,7588867955267,с. Чикола,Russia,"ст. Казань, ул. Заовражная, д. 55, 469307",2004-12-20,2,1,passport,276370,2966,"Отд. гор. клх Бирск, ул. Геологов",2015-11-26
79071344525,1,Силина Акулина Степановна,227290097186,6018944723471,ст. Буйнакск,Russia,"клх Тымовское, ул. Морская, д. 27, 192559",2001-02-23,2,1,passport,323393,2187,"Отд. гор. к. Урус-Мартан, ул. Революции",2011-06-10
79822762005,1,Моисеев Автоном Исидорович,621534370533,7124473322431,г. Сунтар,Russia,"к. Белорецк, ул. Коммуны, д. 31, 201668",2003-07-03,1,1,passport,218481,2884,"Отд. гор. п. Якша, ул. Подстанция",2009-06-26
79478339132,1,Кондратьева Юлия Геннадиевна,448321821781,1169287051053,с. Назрань,Russia,"клх Бугуруслан, ул. Циолковского, д. 38, 046475",2002-01-17,2,1,passport,736743,1584,"Отд. гор. д. Губкин, ул. Гаражная",2018-06-28
79415565780,1,Давыдова Ксения Георгиевна,867361747457,5616197573637,клх Северодвинск,Russia,"с. Нижневартовск, ул. Ручейная, д. 65, 015427",1999-08-25,2,1,passport,850876,2066,"Отд. гор. к. Туапсе, ул. Кубанская",2014-01-23
79562133134,1,Зимина Фаина Богдановна,739913857400,5172335803518,д. Надым,Russia,"ст. Мытищи, ул. Титова, д. 38, 373835",1991-03-13,2,1,passport,533294,8433,"Отд. гор. с. Норильск, ул. Веселая",2015-10-20
79596531878,1,Орехов Азарий Артемьевич,875447467256,9018726788735,д. Яшкуль,Russia,"д. Волхов, ул. Целинная, д. 36, 577277",1989-10-31,1,1,passport,409303,3384,"Отд. гор. д. Колпашево, ул. Грибоедова",2019-02-21
